"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 05 00:21:58 UTC 2025","Sat Jul 05 00:22:28 UTC 2025","29674","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin can change User role to Admin","
Invite member with User role.
Verify that:
    - Admin can change user role from User to Admin
    - User after changing role from User to Admin:
        - Can access organization Settings
        - Can access organization Billing
"
"passed","Sat Jul 05 00:34:26 UTC 2025","Sat Jul 05 00:35:05 UTC 2025","38987","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Admin can remove Manager from organization","
Invite member with Manager role.
Verify that:
    - Admin can remove Manager from organization
"
"passed","Sat Jul 05 00:20:27 UTC 2025","Sat Jul 05 00:20:29 UTC 2025","1167","tests.test_cases.tests_cli","CLI Login","TestCLILogin","","","User logs in to Apolo CLI with auth token and verifies login success",""
"passed","Sat Jul 05 00:45:21 UTC 2025","Sat Jul 05 00:45:32 UTC 2025","11500","UI Tests","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from main page via UI",""
"passed","Sat Jul 05 00:35:54 UTC 2025","Sat Jul 05 00:36:25 UTC 2025","30456","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Admin cannot remove himself from organization","
Invite member with Admin role.
Verify that:
    - Admin cannot remove himself from organization
"
"passed","Sat Jul 05 00:43:11 UTC 2025","Sat Jul 05 00:43:19 UTC 2025","8540","UI Tests","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Create First Organization via UI",""
"passed","Sat Jul 05 00:45:37 UTC 2025","Sat Jul 05 00:45:49 UTC 2025","11806","UI Tests","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create First Project from top pane of main via UI",""
"passed","Sat Jul 05 00:32:11 UTC 2025","Sat Jul 05 00:33:00 UTC 2025","48540","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager cannot change Admin role to Manager","
Invite member1 with Manager role. Invite member2 with Admin role.
Verify that:
    - Manager cannot change user role from Admin to Manager
"
"passed","Sat Jul 05 00:44:34 UTC 2025","Sat Jul 05 00:45:03 UTC 2025","28531","UI Tests","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite user with organization to organization via UI",""
"passed","Sat Jul 05 00:37:34 UTC 2025","Sat Jul 05 00:38:31 UTC 2025","56792","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Manager can remove another Manager from organization","
Invite member1 with Manager role. Invite member2 with Manager role.
Verify that:
    - Manager can remove another Manager from organization
"
"passed","Sat Jul 05 00:43:24 UTC 2025","Sat Jul 05 00:43:51 UTC 2025","26157","UI Tests","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization via UI",""
"passed","Sat Jul 05 00:39:38 UTC 2025","Sat Jul 05 00:40:09 UTC 2025","31156","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Manager cannot remove himself from organization","
Invite member with Manager role.
Verify that:
    - Manager cannot remove himself from organization
"
"passed","Sat Jul 05 00:46:32 UTC 2025","Sat Jul 05 00:47:12 UTC 2025","39508","UI Tests","UI Project Structure Setup","TestUIProjectStructureSetup","","","Invite member of organization to project via UI",""
"passed","Sat Jul 05 00:43:56 UTC 2025","Sat Jul 05 00:44:29 UTC 2025","33285","UI Tests","UI Organization Structure Setup","TestUIOrganizationStructureSetup","","","Invite registered user without organization to organization with default project via UI",""
"passed","Sat Jul 05 00:45:54 UTC 2025","Sat Jul 05 00:46:27 UTC 2025","33111","UI Tests","UI Project Structure Setup","TestUIProjectStructureSetup","","","Create Create second project via UI",""
"passed","Sat Jul 05 00:41:06 UTC 2025","Sat Jul 05 00:41:32 UTC 2025","26118","UI Tests","UI Organization Roles Access","TestUIOrganizationRolesAccess","","","Verify invited Manager can access organization settings","
Invite member with Manager role.
Verify that user:
    - Can access organization Settings
"
"passed","Sat Jul 05 00:33:43 UTC 2025","Sat Jul 05 00:34:21 UTC 2025","38027","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Admin can remove User from organization","
Invite member with User role.
Verify that:
    - Admin can remove User from organization
"
"passed","Sat Jul 05 00:23:29 UTC 2025","Sat Jul 05 00:24:01 UTC 2025","31705","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin can change Manager role to Admin","
Invite member with Manager role.
Verify that:
    - Admin can change user role from Manager to Admin
    - User after changing role from Manager to Admin:
        - Can access organization Settings
        - Can access organization Billing
"
"passed","Sat Jul 05 00:22:33 UTC 2025","Sat Jul 05 00:23:24 UTC 2025","51143","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin can change Manager role to User","
Invite member with Manager role.
Verify that:
    - Admin can change user role from Manager to User
    - User after changing role from Manager to User:
        - Cannot access organization Settings
        - Cannot access organization Billing
"
"passed","Sat Jul 05 00:49:35 UTC 2025","Sat Jul 05 00:50:03 UTC 2025","28347","UI Tests","UI Signup","TestUISignup","","","Invite not registered user to organization with default project via UI",""
"passed","Sat Jul 05 00:40:14 UTC 2025","Sat Jul 05 00:41:01 UTC 2025","46713","UI Tests","UI Organization Roles Access","TestUIOrganizationRolesAccess","","","Verify invited User access","
Invite member with USER role.
Verify that user:
    - Cannot access organization Settings
    - Cannot access organization Billing
    - Cannot invite member to organization
    - Cannot edit organization members
    - Cannot delete members from organization
"
"passed","Sat Jul 05 00:35:10 UTC 2025","Sat Jul 05 00:35:49 UTC 2025","39905","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Admin can remove another Admin from organization","
Invite member with Admin role.
Verify that:
    - Admin can remove Admin from organization
"
"passed","Sat Jul 05 00:48:51 UTC 2025","Sat Jul 05 00:49:02 UTC 2025","11340","UI Tests","UI Signup","TestUISignup","","","New user successful signup",""
"passed","Sat Jul 05 00:36:29 UTC 2025","Sat Jul 05 00:37:29 UTC 2025","59376","UI Tests","UI Organization Remove Members","TestUIOrganizationRemoveMembers","","","Verify Manager can remove User from organization","
Invite member1 with Manager role. Invite member2 with User role.
Verify that:
    - Manager can remove User from organization
"
"passed","Sat Jul 05 00:41:37 UTC 2025","Sat Jul 05 00:42:05 UTC 2025","27437","UI Tests","UI Organization Roles Access","TestUIOrganizationRolesAccess","","","Verify invited Manager can access organization billing","
Invite member with Manager role.
Verify that user:
    - Can access organization Billing
"
"passed","Sat Jul 05 00:29:03 UTC 2025","Sat Jul 05 00:30:14 UTC 2025","71355","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager can change Manager role to User","
Invite member1 with Manager role. Invite member2 with Manager role.
Verify that:
    - Manager can change user role from Manager to User
    - User after changing role from User to Manager:
        - Cannot access organization Settings
        - Cannot access organization Billing
"
"passed","Sat Jul 05 00:25:03 UTC 2025","Sat Jul 05 00:25:33 UTC 2025","30288","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Admin can change Admin role to Manager","
Invite member with Admin role.
Verify that:
    - Admin can change user role from Admin to Manager
    - User after changing role from Admin to Manager:
        - Can access organization Settings
        - Can access organization Billing
"
"passed","Sat Jul 05 00:30:19 UTC 2025","Sat Jul 05 00:31:10 UTC 2025","51225","UI Tests","UI Organization Change Member Roles","TestUIOrganizationChangeMemberRoles","","","Verify Manager cannot change Manager role to Admin","
Invite member1 with Manager role. Invite member2 with Manager role.
Verify that:
    - Manager cannot change user role from Manager to Admin
"
"passed","Sat Jul 05 00:20:45 UTC 2025","Sat Jul 05 00:21:18 UTC 2025","32650","tests.test_cases.tests_e2e","Apolo CLI Hello World Job Verification","TestHelloWorldJob","","","Run Hello World Job and Validate UI and CLI Results",""
